".id","GALNT1","GALNT2","GALNT3","GALNT4","GALNT5","GALNT6","GALNT7","GALNT8","GALNT9","GALNT10","GALNT11","GALNT12","GALNT13","GALNT14","ST3GAL1","ST3GAL2","ST3GAL3","ST3GAL4","ST3GAL5","ST3GAL6","ST6GAL1","ST6GALNAC1","ST6GALNAC2","ST8SIA1","ST8SIA2","ST8SIA3","ST8SIA4","ST8SIA5","B4GALT1","B4GALT2","B4GALT3","B4GALT4","B4GALT5","B4GALT6","B4GALNT1","B3GALT4","B3GALT5","B3GALNT1","B3GNT2","B3GNT3","B3GNT4","B3GNT5","B3GNT6","B3GNT7","B3GNT8","B3GNT9","FUT1","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUT10","FUT11","MGAT3","MGAT4A","MGAT4B","MGAT5","MGAT5B","GCNT1","GCNT2","GCNT3","GCNT4","GCNT7","UGCG","A4GALT","C1GALT1","C1GALT1C1"
"LUNG","47.4680","23.6234","29.2472"," 0.3548","50.3231"," 9.4173","12.2093"," 0.4466"," 0.0757","37.7768","30.0004","20.2158"," 3.3803"," 1.3508","52.1464","14.1719"," 1.3017","13.7108","16.0621","19.0225","39.0466","22.4029","12.3648"," 2.7231"," 0.0233"," 0.0264","19.4167"," 0.1219","56.3456","10.4495","24.2940"," 7.6358","52.9164"," 1.4917"," 0.2941","21.6097"," 0.2573","11.9252","50.9305"," 0.8871"," 0.9593","16.3761"," 0.0780","69.0023","17.3679","13.1063","15.4598"," 2.6841"," 7.3742"," 4.9100"," 0.0343"," 0.5709"," 1.5601","15.6499"," 0.0249","13.9540","25.5062","32.1779","39.1090","41.6728","42.8708"," 0.6465"," 9.4927","19.0729"," 0.6006"," 8.3263"," 5.9837","44.9860","12.2528","15.7921","33.0978"
"KIPAN"," 66.1947"," 69.3229","  4.2038","  0.4443","  0.5034","  4.9766","  9.9959","  0.2025","  2.0018"," 22.6110"," 56.8727"," 10.6513","  0.1914","126.5130"," 26.3289"," 15.5989","  3.0988","  8.8041"," 14.9085","  9.9529"," 24.2864","  0.3303","  0.8219","  1.2494","  0.0000","  0.3187"," 26.4936","  0.0954"," 71.1676"," 14.2793"," 24.8919"," 16.7562","123.5903","  2.8748","  1.4693","  7.0187"," 13.7178"," 19.1617"," 42.8388","  6.6968","  4.6157"," 11.6506","  0.0285","  5.0546","  3.3516"," 22.6086","  1.5151","  2.8971","  0.1203","  9.3048","  0.0375","  1.2017","  0.7198"," 10.1182","  0.0817","  6.6214"," 60.1514"," 43.4113"," 72.6999"," 65.7093"," 46.0915","  1.2195","  6.4984"," 14.3063","  8.1630","  2.5161","  8.2234","117.4049"," 23.2688"," 29.0795"," 33.9533"
"GLIOMA","66.2806","48.2854","12.3157"," 0.1418"," 0.0794"," 1.3514"," 9.6972"," 5.4171"," 3.8139","56.5278","29.3695"," 2.8948"," 3.7458"," 3.1144","20.5466","23.1758"," 5.2679","12.0964","16.0378"," 5.4830","14.3555"," 1.1566"," 0.4361"," 5.9739"," 0.0373","11.4136"," 5.5726","18.2388"," 7.9110","31.8025","45.0726","11.9285","84.2206","10.0963","28.0233"," 4.5672"," 8.9454","17.4491","11.2578"," 0.0000"," 2.8523"," 9.5073"," 0.0415"," 1.9189"," 1.6884","11.5485"," 1.1556"," 4.1306"," 0.0000"," 2.4490"," 0.0000"," 0.0721"," 1.0504","29.2314","47.9845","47.5520","25.0555"," 9.8570","11.9907","55.4562","39.5842"," 6.7449"," 2.5593"," 1.8913"," 0.0842"," 2.7072"," 9.9379","15.5046"," 1.7870","22.1917","29.1471"
"KIPAN"," 50.5381"," 36.5500","  4.8605","  0.1423","  1.0766","  5.5619"," 10.4805","  0.1729","  0.6495"," 15.2648"," 50.1160"," 11.4281","  0.2820","107.7286"," 46.2497","  9.9416","  1.6809","  7.2110","  7.2232"," 13.7961"," 35.1471","  0.4512","  0.4254","  2.9449","  0.0000","  0.0330"," 31.9301","  0.2173"," 39.9754"," 10.2371"," 17.7925"," 15.1187"," 74.6216","  2.0697","  0.7879"," 10.7630","  0.2378"," 14.1597"," 64.8245"," 16.0796","  2.7118"," 12.4896","  0.0000","  5.1234","  2.6348"," 14.3673","  2.4895","  0.7050","  1.4239","  5.8169","  0.0000"," 16.7753","  0.3586"," 15.5718","  0.0682","  9.8230"," 36.6459","  7.0294"," 63.2309"," 48.1668"," 39.0162","  0.2116"," 10.8498","  8.3288"," 10.1486","  3.0384","  6.3519","113.8579"," 27.7099"," 25.9680"," 43.6963"
"LUNG","80.7385","57.8415","18.6474"," 0.3714"," 7.9294","14.4266","16.9164"," 0.0475"," 0.0876","18.4017","14.1857"," 3.6238"," 0.2377","45.1650","52.9608"," 6.8370"," 2.4138"," 7.9092"," 4.3200"," 6.4613","21.2363","28.7935"," 7.6084"," 2.3183"," 0.1439"," 0.0000"," 8.9869"," 0.0470","88.5301","24.1211","25.2181","19.5359","60.1398"," 1.3886"," 0.6805"," 8.1890"," 1.0365"," 4.2016","56.6224","12.3540"," 3.1678","40.9364"," 0.0401"," 9.9500"," 9.2675","15.9325","11.4635","27.6137","31.6207"," 4.8294"," 0.0000"," 2.0856"," 0.2533","18.6038"," 0.0613"," 5.5096","23.2952"," 1.3818","13.2061","31.4331","31.8830"," 0.1471"," 4.2553"," 4.7325"," 6.8426"," 2.7727"," 6.2215","53.5843","36.5167","10.0882","29.8652"
"COADREAD"," 75.6885"," 13.2490"," 79.3517","  0.5196"," 39.5613"," 19.2529"," 19.5775","  0.1637","  0.0000"," 36.0266","  9.6400"," 28.5089","  0.0000","  0.0239","  5.8767","  4.9128","  0.1492","  7.1089","  0.6548","  0.7581"," 34.2633","132.5241","  0.2071","  0.1216","  0.0177","  0.0000","  1.5785","  0.0000"," 37.1034"," 25.4144"," 24.0287"," 13.0349"," 60.2845","  4.4724","  0.0525","  3.5930","  1.8165","  1.3391"," 44.8361"," 70.8061","  0.5919"," 10.9558","  0.4341","  0.8258"," 13.0501","  2.4162","  3.1496"," 26.3895"," 97.1273"," 34.4454","  0.0000"," 19.7808","  0.0624"," 12.6711","  0.0000","  4.8217","  4.3344","  3.7412"," 13.2814"," 94.4995"," 45.9316","  0.0161"," 13.0612","  0.1572"," 29.2351","  0.2466","  1.5564"," 17.3354","  1.7590"," 21.8906"," 48.0306"
"LUNG","49.6829","24.4545","20.2877"," 0.2724","37.7102","20.2161","12.4863"," 0.5227"," 0.0750","29.6993","25.6052","49.4249"," 2.1273"," 1.1907","57.6888","20.7867"," 1.1829","10.4751","15.4158","17.1632","29.7580","25.7325"," 9.8490"," 2.5585"," 0.0000"," 0.1944","17.5404"," 0.0640","61.7769"," 8.8173","24.9453"," 8.0313","54.0317"," 1.4549"," 0.3327","22.0657"," 0.2696"," 9.1460","59.8625"," 1.7285"," 0.7123","20.1806"," 0.4998","80.0189","21.0913","11.1711"," 7.7144"," 2.6486"," 5.4378"," 5.9883"," 0.0000"," 0.8498"," 1.1612","17.4845"," 0.0169","12.8469","22.7125","41.7925","35.5945","33.6466","53.5406"," 0.5636","10.7481","18.1494"," 0.7272"," 4.7756"," 5.8721","56.0852","14.7590","14.2517","31.4682"
"UTERINE"," 65.5251"," 38.6611"," 36.4454","  1.3056","  1.4956"," 57.3213"," 73.6081","  0.0670","  0.4258"," 59.5867"," 29.7257"," 55.3283","  0.1044","  0.3419"," 38.8726","  6.5439","  1.4053","  8.6698","  6.7128","  3.7795"," 76.8570","133.4578"," 12.8972","  0.6359","  0.3047","  0.0000","  6.7307","  0.0569","204.7987"," 31.7948"," 23.1136"," 17.1602"," 94.8487","  0.4106","  0.2762","  1.8004"," 18.2429"," 32.7497"," 49.1126"," 56.6452","  2.9367","  6.5324","  0.1131"," 23.3473","  2.5363","  7.1463","  7.1821"," 17.1040"," 19.8426","  3.4974","  0.0497","  9.8324","  0.4766"," 10.3337","  0.0289"," 19.0055"," 23.4837","  1.9158"," 41.8037"," 49.3397"," 44.4666","  0.0154"," 85.0853"," 28.9341"," 16.9114","  1.2117","  5.1814"," 61.5986"," 51.5751"," 10.8920"," 48.9084"
"BRCA"," 54.1420"," 12.5273"," 38.4021","  0.0349","  1.8451","140.8506"," 26.4684","  0.0212","  0.0000"," 30.4670"," 12.8688","  1.3048","  0.2545"," 35.0349"," 35.2768","  2.6206","  0.1062"," 11.7793","  4.6829","  1.7619"," 42.1576"," 28.8906","  1.9703","  0.7196","  0.3691","  0.0000","  4.0863","  0.0240","167.7359"," 18.1187"," 31.1591","  8.4778"," 38.9111","  0.6547","  0.4761","  5.9151","  0.8131","  6.8229"," 64.7591"," 22.5479","  0.8663","  1.1209","  0.0358","  3.0444","  0.7014","  4.2044","  0.4107","  1.7772","102.4338","  1.4721","  0.0000","  2.5839","  1.1298"," 21.7088","  0.1231","  1.1450","  8.2354","  1.3137"," 40.1039"," 34.0182"," 18.0277","  0.0438","  7.3884","  5.1572"," 18.7746","  0.4787","  0.1365"," 33.4065","  2.5723","  6.8969"," 50.9943"
"GLIOMA","49.9773","58.7999"," 2.5641"," 0.2556","10.2612"," 7.7924","10.3515"," 0.7920"," 0.6873","29.1477","20.7230"," 2.6733"," 0.0829"," 1.2356","33.2862"," 9.7656"," 1.7408"," 5.2283","12.4789","17.0277","49.2831"," 0.4052"," 0.5272"," 4.8794"," 0.0000"," 0.2533","38.3253"," 4.0172","28.7978","12.9147","16.4864"," 6.3415","60.7525"," 0.4020"," 4.1873"," 8.1177"," 3.8156"," 7.8619","24.4052"," 0.0000"," 1.1489","10.5101"," 0.0000","15.2220"," 1.9094","10.9252"," 0.9665"," 1.7503"," 0.1328"," 3.3048"," 0.0345"," 0.0606"," 0.7452","15.5456"," 1.5989"," 6.8424","27.6921"," 4.4812","70.9320","34.7750","42.4642"," 3.5699"," 9.5804"," 7.3359"," 0.2019"," 0.8303"," 6.4010","56.7273"," 6.4344","14.8723","29.4578"
"KIPAN"," 72.6013"," 52.2351"," 11.7010","  0.1615","  0.7699","  4.3808"," 13.6274","  0.4462","  2.9838"," 18.4969"," 41.5537"," 11.0653","  0.0238","133.0210"," 50.7343"," 13.9416","  2.2405","  7.2953","  4.8467","  8.7784"," 51.0952","  0.1863","  2.6606","  1.2340","  0.0135","  0.0230"," 44.8347","  0.2018"," 73.3468"," 15.2323"," 25.5132","  9.4834","156.8887","  4.3222","  0.6517"," 11.4358","  0.4694"," 18.4751"," 54.4908"," 11.7379","  3.0402"," 12.4972","  0.0000","  2.3035","  1.5192"," 21.1604","  3.3322","  0.2807","  0.3307","  5.6514","  0.0397","  5.2059","  0.2855"," 17.6957","  0.3283"," 14.5550"," 44.7348","  4.3440"," 57.0291"," 47.7651"," 52.9611","  0.5036","  7.6850","  9.8187"," 16.5220","  1.9354","  7.2031","118.7164"," 22.5844"," 22.7079"," 44.4829"
"BRCA","160.1560","113.5988"," 54.8523","  0.1528","  7.1957","118.8425","123.9026","  0.7161","  0.2934"," 27.3746"," 35.1921","  4.6768","  1.0440","  6.6278","  4.4871","  2.7374","  1.3173"," 24.8157","  3.4678","  6.6158"," 38.1275","  0.7267","  1.0961","  1.2496","  1.9485","  0.0114","  4.2270","  0.1949","121.5233"," 26.6299"," 67.1859","  6.0708"," 22.4229","  2.9678","  1.1620","  4.6708","  0.8781","  4.4955"," 51.8315","  0.0849","  1.0843","  1.9381","  0.0000","  1.8730","  5.7064","  1.6962","  1.2176"," 31.0037","  4.3090","  0.8728","  0.0000"," 24.9674","  0.1414"," 77.7256","  0.0770","  8.2238"," 21.9759","  0.7105"," 14.5247"," 60.7143"," 52.2482","  2.3729","  7.6218"," 27.3862","  0.0181","  1.1384"," 22.2618"," 83.5496","  7.1741","  4.7472"," 12.5445"
"BRCA"," 56.5880"," 57.4099"," 20.1241","  0.0000","  0.0000"," 27.4543"," 10.5021","  0.8097","  0.0000","  8.7985"," 14.0765","  0.7135","  2.1409","  0.0000"," 11.5134","  9.7220","  0.7311"," 79.4988","  3.3260"," 22.0827"," 44.4592","  5.3213","  3.8509","  0.4496","  0.0000","  0.0000","  9.0830","  0.0000"," 46.4635"," 19.0622"," 26.1996","  4.5446"," 78.2572","  2.8048","  0.0674"," 10.5065","  0.0000"," 18.4117"," 20.2638","  3.1192","  0.0000","  5.4623","  0.0000","  0.0730","  3.0489","  0.2459","  0.0000"," 22.8339","  0.2992","  0.4825","  0.0000","  0.2633","  0.0000"," 24.6858","  0.0000","  4.9611","  5.7737","  0.0689"," 11.1282","128.9111"," 17.8281","  4.1692","  8.3165"," 35.2851","  0.0000","  0.0000"," 19.6354"," 25.2835"," 18.9937"," 19.1460","  6.1735"
"PAAD"," 76.1370"," 29.9484","112.0086","  1.3130"," 42.9387"," 17.6588"," 19.0597","  0.1596","  0.0981"," 28.7297"," 23.5021"," 22.8157","  0.6565","  5.2354","132.8402","  8.3798","  1.0361","  7.8466","  4.0412"," 26.4422"," 34.9959"," 84.2837","  0.7066","  0.6265","  0.3424"," 10.0100"," 10.1667","  0.0075"," 51.0004"," 30.8161"," 31.2618"," 54.8549"," 73.5424","  6.8624","  1.5536"," 19.1829"," 37.1149"," 10.5535"," 90.9233","106.3475","  0.8025"," 29.0642","  3.0065"," 23.1207","  6.4767","  8.5914","  2.8218"," 60.3303"," 59.2031"," 19.8179","  0.0000","  9.2361","  0.0709"," 22.7364","  0.0772"," 25.2035"," 35.4350"," 20.2129"," 21.9264"," 55.3483"," 44.9437","  0.5125"," 16.0242","  6.6132","558.7642"," 11.7157","  4.5673"," 87.6235","  5.8603"," 31.6993"," 63.6115"
"PAAD","41.4521","27.4166","27.9540"," 0.5183","11.4704"," 6.8702","20.5028"," 1.0499"," 0.1613","25.9840","17.6530","21.6367"," 1.4185"," 1.2583","76.7551"," 8.6645"," 3.1336","15.8398"," 7.8700","11.9298","26.7530","21.8152"," 1.1622"," 0.9395"," 1.3121"," 8.6742"," 8.6944"," 0.0890","57.7947","11.8385","18.0283","25.2309","49.9493"," 5.6551"," 1.2385","22.5719","21.8731"," 8.7941","27.9060","94.9232"," 0.7154","28.3419"," 6.5104","15.8521"," 2.7927","15.1081"," 4.8738","42.7920","25.5498","15.4711"," 0.0000","12.3933"," 0.6998","29.1588"," 0.0932"," 8.4226","20.2377","11.1300","27.2771","48.6373","36.6885"," 0.3432","14.1182"," 4.4858","91.5546"," 4.0520"," 6.5364","49.5563"," 8.4854","25.1965","48.5664"
"LUNG"," 74.2430"," 63.9007"," 68.3705","  0.4954"," 14.2839"," 50.2580"," 38.2798","  0.0669","  0.1398"," 30.3727"," 31.6684"," 37.2844","  3.2675"," 38.1059","117.1628","  7.5623","  3.5272"," 14.5485"," 23.6788"," 12.8137"," 48.2467"," 79.6617","  2.7847","  1.1872","  1.3682","  0.0057"," 18.3359","  0.0492","224.3765"," 20.2611"," 38.8039"," 16.5528"," 52.5330","  3.0840","  0.6840"," 13.5874","  0.3892","  4.7940"," 39.9816"," 17.9427","  0.7685"," 35.9376","  5.0799"," 43.2726","  8.0042"," 23.7635","  6.1841"," 35.2642","  9.2107","  6.1646","  0.0000","  0.1175","  0.3211"," 57.6817","  6.5986","  5.6285"," 19.4657","  2.2839"," 25.4970"," 73.4114"," 51.3198","  2.5601"," 19.8353"," 17.0606","  1.8768","  0.6449","  4.1076"," 75.6581","  7.5743"," 34.5370"," 49.4832"
"KIPAN"," 54.5991"," 24.0332","  2.3293","  0.3280","  0.1438","  2.7580","  5.9400","  0.4825","  0.7607"," 23.7336"," 57.2531","  6.6352","  0.0140","122.3724"," 29.7375"," 17.7413","  1.2761"," 16.8222","  6.2100"," 13.4371"," 31.2339","  1.5054","  1.0837","  0.7124","  0.0159","  0.0000"," 32.3638","  0.0771"," 36.7930"," 13.5553"," 23.8948","  5.7329"," 49.0738","  4.4496","  0.8956"," 11.0834","  0.5777"," 14.2352"," 56.3427","  1.4770","  3.4714","  3.3519","  0.0708","  3.9336","  3.5712"," 15.5147","  4.1735","  2.6392","  0.1196","  5.9523","  0.0000","  0.9209","  0.6711"," 16.0825","  0.0135"," 15.5557"," 52.1091"," 50.0961"," 57.3081"," 40.1067"," 41.5707","  0.5053","  7.6865"," 15.0051","  2.9280","  6.3189","  6.1697"," 58.4733"," 35.2648"," 22.2302"," 40.1005"
"LUNG","43.9089","16.5074","12.7737"," 0.1246","38.8701"," 5.6489"," 8.9895"," 0.4797"," 0.0000","16.7545","22.9997"," 7.9501"," 4.2281"," 2.0087","45.8236","10.3774"," 2.1628","12.1587","13.5682"," 8.7530","25.3915"," 5.9952"," 7.3783"," 5.0747"," 0.0000"," 0.0108","26.1768"," 0.0428","60.1378"," 6.6851","16.8520","10.7577","50.4374"," 2.9727"," 0.3829","14.7107"," 0.1172","17.9480","67.3395"," 0.4848"," 0.7127","22.7452"," 0.1278","18.5370"," 8.4766"," 9.0256","18.3913"," 1.7205"," 0.5037"," 5.5943"," 0.1123"," 0.1970"," 0.8750","17.4953"," 0.0000","13.2646","24.9402","18.2420","44.7771","24.3482","30.6056"," 1.1990"," 6.2518","15.1257"," 0.1555"," 4.6390","10.3521","75.8601"," 9.1946","19.4001","29.9468"
"LUNG","77.6660","33.5355","16.6378"," 0.1569","14.5153","11.0299","16.8812"," 0.2947"," 0.1385","29.6753","20.0463","15.5273"," 1.7812"," 4.1023","56.9234"," 9.7424"," 2.1723","11.7240","12.2381","13.9625","54.1929"," 1.1988"," 2.2261"," 3.0018"," 0.3020"," 0.0000","23.5981"," 0.0098","94.1478","11.6228","19.8250","14.2456","47.9545"," 2.6058"," 0.6524","16.1743"," 0.3111"," 6.3781","54.3513"," 4.7435"," 0.8943","31.1218"," 0.6143","24.4008"," 3.1971","13.4463"," 2.8652"," 4.7028"," 5.8307"," 8.9248"," 0.1157"," 0.2706"," 1.3403","40.6191"," 0.0112","13.8204","25.0477"," 4.4848","44.1453","36.8753","37.7706"," 0.2028","17.3202"," 5.6340"," 1.1031"," 3.4463"," 6.8476","72.8258","16.4466","22.1453","32.2457"
"LUNG"," 61.8108"," 25.9892"," 27.9494","  0.2694"," 33.8208","  8.8686"," 11.7920","  0.3274","  0.0000"," 31.4884"," 23.2641"," 19.4731","  6.9717","  1.0018"," 69.7566"," 11.5490","  1.2805"," 11.9832"," 14.0613"," 11.2273"," 28.5452","  8.6500","  6.3624","  3.4305","  0.0413","  0.0117"," 14.7626","  0.0077","113.2318","  8.2844"," 23.3692"," 10.5351","109.1865","  3.8275","  0.1226"," 12.6253","  0.0338"," 18.0339"," 81.4363","  0.8731","  0.7436"," 44.2926","  0.0460"," 61.0243"," 11.4177","  9.4848"," 10.5772","  1.3587","  3.4605","  5.6662","  0.0000","  0.0532","  1.2365"," 16.5837","  0.0088"," 10.9999"," 25.0363"," 15.7242"," 70.8806"," 26.9931"," 42.7411","  0.7699"," 11.9174"," 13.8174","  2.0720","  8.1974","  4.8612","112.7863"," 16.6317"," 21.0886"," 39.5153"
"KIPAN"," 26.1740"," 25.8921"," 11.1096","  0.3314","  0.5566","  1.8389","  7.0777","  0.4027","  1.3319"," 15.5028","104.6338","  4.6699","  0.8061"," 78.4565"," 68.7958","  7.7951","  1.3763"," 16.3470","  4.0296"," 19.7155"," 34.3632","  0.1251","  3.7645","  0.4811","  0.0726","  0.0000","  1.6642","  0.6235"," 84.3800"," 10.8852"," 19.8336"," 18.8471"," 75.8289","  5.8611","  0.1400","  6.2874","  0.1305"," 12.2302"," 62.0855","  0.7978","  4.2933"," 11.0540","  0.0324","  2.4050","  2.6752","  7.2328","  2.6608","  1.0555"," 23.6408","  6.5912","  0.0000","105.1182","  0.1023"," 10.0488","  0.0557"," 10.6810"," 12.8706"," 11.0818"," 52.3788"," 52.3892"," 42.1700","  0.3168","  3.4995"," 36.3908","  3.3983"," 10.2386","  4.3638","119.6502"," 27.1003"," 36.8062"," 30.2189"
"LUNG","35.2613","18.1786","13.8132"," 0.2057","30.8523"," 8.4687"," 7.9832"," 0.3472"," 0.1024","20.1115","23.2269","12.6350"," 3.1601"," 1.1900","34.6575","11.6454"," 1.7531","16.7223","17.4622","12.7136","27.6173","11.1813","11.9927"," 3.7564"," 0.0000"," 0.0060","12.8331"," 0.0314","37.7223"," 9.3461","18.8740"," 7.8821","34.8766"," 2.1805"," 0.2575","22.9515"," 0.2708","17.0470","54.9339"," 1.2446"," 0.9599"," 7.5214"," 0.0937","33.3502","14.3839","13.8254","10.2877"," 2.3481"," 2.2170"," 5.3325"," 0.0618"," 0.1626"," 1.1109","14.4504"," 0.0134","11.4771","25.5166","30.9891","30.3624","35.5142","36.4900"," 0.6118"," 7.7435","14.9288"," 0.3896"," 4.3406"," 6.0529","48.0264","10.6297"," 9.5405","27.8098"
"LUNG","43.5589","23.5384","23.5903"," 0.2694","51.7338"," 7.8775","10.3143"," 0.5094"," 0.0783","21.9106","25.9290","17.6186"," 7.3313"," 1.5402","35.4775","11.8285"," 1.8071","12.9118","18.7128","14.6652","33.6986","28.1747","12.9155"," 4.6807"," 0.0000"," 0.0390","13.9712"," 0.0411","45.5229"," 9.2657","19.0640"," 9.0205","47.6271"," 2.0053"," 0.1226","24.0630"," 0.5686","22.1217","58.8133"," 2.3871"," 0.8500","13.1353"," 0.3377","56.6180","15.1838","14.1406"," 7.3499"," 4.9590"," 2.7483"," 7.0377"," 0.0000"," 0.5857"," 0.8730","17.2863"," 0.0176","13.8833","21.6045","28.6840","41.5837","34.7075","44.1985"," 0.8890","10.1250","18.9336"," 0.8837"," 4.4249"," 4.6865","47.6727","11.4742","20.9167","40.3038"
"UTERINE","141.7329"," 51.3114"," 84.0427","  1.1682","  6.9948"," 16.5978"," 71.6402","  0.2048","  0.1007"," 32.9757"," 29.0179"," 21.2071","  0.1731"," 23.8527"," 38.5738","  7.1630","  1.4711","  9.6891","  3.4475"," 17.3249"," 39.9020","109.4165"," 10.4776","  0.9188","  0.5273","  0.0117","  7.5959","  0.1775","162.0552"," 22.3514"," 34.2092"," 52.9487","102.7222","  1.3680","  0.3144","  9.4888","  2.3614"," 22.3116"," 68.0412"," 16.2962","  1.8869","  8.6582","  0.1382"," 35.3720","  5.5517"," 12.0663","  2.4095"," 40.4327"," 22.6660","  9.2744","  0.1215","  3.2894","  0.3639"," 36.3223","  0.3040"," 21.2333"," 22.0705"," 27.5535"," 32.6357"," 34.2674"," 53.9252","  0.0470"," 41.4413"," 42.8135"," 46.9726","  5.8083","  4.5718"," 96.8843"," 23.7593"," 34.4034"," 68.0157"
"PAAD"," 95.0632"," 32.2663"," 76.7453","  0.3884"," 14.7034"," 13.7291"," 19.3934","  0.6994","  0.2257"," 36.1301"," 30.3603"," 16.3703","  1.8082"," 16.5679","111.5596","  7.5206","  1.3265"," 30.9911","  4.2680"," 11.5936"," 20.7967"," 35.0400","  1.2645","  1.0591","  1.6421"," 12.0739"," 13.1895","  0.0791"," 56.2679"," 27.9332"," 38.0187"," 34.7889"," 69.5141","  6.2783","  1.5812"," 16.8701"," 46.4211"," 13.4207","106.3028"," 76.8277","  0.5616"," 19.1652","  0.5310"," 55.0963","  3.0592"," 17.0024","  4.0493"," 50.7768"," 49.0394"," 25.2910","  0.0000","  8.7671","  0.4195"," 31.4949","  0.2257"," 13.4594"," 35.9435"," 20.4083"," 38.7678"," 45.8906"," 87.4678","  0.5656"," 13.2231","  7.1176","130.0119","  7.2152","  6.1557"," 90.4651","  7.2211"," 31.7739"," 66.5447"
"BRCA","23.6548","18.3829","58.7120"," 0.0000"," 0.3539"," 6.5289","18.9896"," 0.0516"," 0.0000"," 5.4638"," 9.0173"," 0.6022"," 0.1148"," 3.0898","17.1613"," 2.4572"," 2.1998","13.0725"," 0.4211"," 9.5326","11.8888"," 1.9312"," 6.6557"," 5.2445"," 0.0521"," 0.0000"," 1.2983"," 0.0146","59.3762","39.7610","47.9913"," 4.4307","40.7144"," 3.1907"," 1.9239"," 3.9340"," 0.3888"," 4.4882","42.0381"," 6.0865"," 0.1675"," 6.0258"," 0.0000","12.0081"," 0.6104"," 1.4959"," 4.6357","12.6086"," 5.4700"," 2.5550"," 0.0383"," 0.0504"," 0.0918"," 4.0995"," 0.9443"," 1.7742"," 6.4260"," 1.6072"," 6.8932","16.5706","18.3844"," 0.2251"," 8.6969","16.1197"," 0.0589"," 0.1426"," 0.4803","11.2212"," 5.8365","17.8462","60.2325"
"KIPAN"," 30.6127"," 22.6671"," 11.9001","  0.3106","  1.3827","  2.8603","  8.7703","  0.3610","  1.7551"," 17.1536","109.2930","  4.5476","  0.5913"," 99.7498"," 62.8007","  7.3499","  1.2899"," 12.3917","  2.8819"," 22.0876"," 49.9456","  0.2141","  5.1836","  0.4720","  0.1740","  0.0000","  3.2672","  0.4593"," 52.5021"," 13.2355"," 17.4593"," 19.3548"," 71.6532","  3.2342","  0.1014","  7.9941","  0.2996"," 14.6622"," 55.5733"," 11.4759","  3.3387","  5.6293","  0.1108","  2.4378","  3.1042","  8.2619","  2.4780","  1.2904"," 25.8914","  6.0246","  0.0000"," 98.3472","  0.1313"," 12.6440","  0.0477"," 12.8242"," 14.5579","  7.7878"," 51.6315"," 51.8604"," 36.0883","  0.2711","  3.6157"," 19.5773","  4.2781","  8.3912","  4.0867"," 86.6634"," 33.1530"," 18.6163"," 35.5133"
"PAAD","124.2485"," 28.3822"," 42.8307","  0.5783"," 37.0205"," 12.1470"," 17.0582","  0.4619","  0.0741"," 25.7199"," 23.5003"," 18.4643","  1.0183","  9.0739"," 64.1797","  7.3775","  1.8117"," 11.4766","  5.1421"," 13.3296"," 25.0512"," 25.5193","  2.1933","  0.9584","  1.2776","  8.6960"," 13.9981","  0.1135"," 55.8832"," 19.7239"," 17.5438"," 23.5175"," 62.9359","  8.0827","  1.0039"," 13.0926"," 10.1163","  8.4583"," 52.4712"," 65.0699","  1.0555"," 25.4830","  0.7454"," 19.6830","  1.7568"," 10.8999","  2.5200"," 11.6320"," 37.0332"," 13.2900","  0.0000","  5.9945","  0.9637"," 40.7641","  2.4174","  8.8309"," 25.7085"," 10.4055"," 42.8818"," 36.2547"," 45.3057","  0.1797"," 11.7918","  7.0950"," 61.2919","  6.2000","  7.0699"," 82.7426","  9.3270"," 29.8536"," 50.7386"
"LUNG"," 75.5883"," 29.0119"," 30.0188","  0.2937"," 25.9380"," 14.5582"," 22.5241","  0.2818","  0.1847"," 65.8849"," 46.6297"," 37.5168","  0.1003","  0.5365"," 53.0148"," 10.9843","  5.5340","  6.9527"," 26.2935"," 24.2773"," 30.2406"," 85.1482","  2.8004","  2.6667","  0.1281","  0.0000","  6.6274","  0.0584"," 82.5904"," 17.2040"," 18.4019"," 10.7559"," 55.5262","  2.4629","  0.1688"," 24.7422","  0.2441","  1.7039"," 33.0442"," 19.5992","  1.3897","  7.3760"," 12.4252"," 23.8341","  7.8173"," 14.8790","  2.6832","  9.2075","  3.5072","  3.9839","  0.0418","  0.3299","  0.5509"," 83.3796","  0.1516","  6.6058"," 17.2050","  4.7017"," 20.9559"," 59.1062"," 46.7700","  0.0776"," 19.9116"," 27.8116","  7.4034"," 13.2409","  9.7190","144.5474","  8.0064"," 19.4357"," 84.4334"
