".id","GALNT1","GALNT2","GALNT3","GALNT4","GALNT5","GALNT6","GALNT7","GALNT8","GALNT9","GALNT10","GALNT11","GALNT12","GALNT13","GALNT14","ST3GAL1","ST3GAL2","ST3GAL3","ST3GAL4","ST3GAL5","ST3GAL6","ST6GAL1","ST6GALNAC1","ST6GALNAC2","ST8SIA1","ST8SIA2","ST8SIA3","ST8SIA4","ST8SIA5","B4GALT1","B4GALT2","B4GALT3","B4GALT4","B4GALT5","B4GALT6","B4GALNT1","B3GALT4","B3GALT5","B3GALNT1","B3GNT2","B3GNT3","B3GNT4","B3GNT5","B3GNT6","B3GNT7","B3GNT8","B3GNT9","FUT1","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUT10","FUT11","MGAT3","MGAT4A","MGAT4B","MGAT5","MGAT5B","GCNT1","GCNT2","GCNT3","GCNT4","GCNT7","UGCG","A4GALT","C1GALT1","C1GALT1C1"
"LUNG","64.9142","22.7877","27.8567"," 0.1512","49.7089","11.0825","21.6706"," 0.3063"," 0.2635","35.2064","35.1053","17.0168"," 3.9643"," 1.5620","42.5268"," 9.0656"," 1.8491","13.4522","14.3865","21.7975","37.0626","32.7276"," 5.7410"," 7.0650"," 0.0232"," 0.0131","21.7143"," 0.0346","59.4543","11.4080","20.4779","12.0014","66.7607"," 3.8875"," 0.1892","15.2633"," 0.3507","15.5568","73.9996"," 2.8915"," 0.8049","28.7278"," 0.6718","29.2742","11.1519","18.1811"," 9.1866"," 3.4117"," 2.8809"," 8.4662"," 0.0000"," 0.9262"," 0.0000","22.1961"," 0.0297","16.8041","24.7163","27.7553","60.9379","29.7095","45.5190"," 0.4848","10.8259","21.2159"," 1.2364"," 8.4643"," 9.2706","94.1648"," 8.7695","17.4760","53.4416"
"UTERINE"," 62.6119"," 24.9196"," 42.1675","  1.4781","  0.4104"," 32.1523"," 48.0073","  5.8880","  1.3495"," 48.6943"," 27.7015"," 21.0066","  0.6525","  0.3868"," 11.1499","  7.3148","  2.0509","  3.7827"," 11.3724","  2.2644"," 10.7712","116.8002","  4.8904","  1.3007","  5.2762","  0.0000","  5.1737","  0.1580","279.2472"," 19.3947"," 27.6460"," 24.9449"," 41.5604","  0.2334","  0.2915","  4.3005","  1.7417"," 24.7691"," 38.8530","  0.8624","  0.6994","  3.7880","  0.0674","  2.9164","  2.5956"," 16.8894","  4.1746"," 15.4593","  1.1948","  6.1013","  0.0444"," 10.7678","  0.6386"," 19.8153","  0.0902"," 15.3152"," 14.8148","  9.1969"," 19.1638"," 36.0681"," 78.5920","  0.1786"," 49.3777"," 17.2664"," 11.7310","  0.5862","  5.6132","130.0748"," 24.3882"," 17.1578"," 57.7697"
"LUNG","49.0981","36.9886","61.3430"," 0.1618"," 9.4155"," 3.0287","25.7090"," 0.0908"," 0.1023","55.1024","30.6171","37.4711"," 0.5450"," 0.6172","85.1057","15.0831"," 2.1298"," 6.2955","27.1223","21.7339","15.0447","39.7884"," 3.8402"," 1.2171"," 0.1375"," 0.0000"," 5.4653"," 0.0299","73.3765","12.1751","23.4500"," 7.6060","60.8785"," 1.2253"," 1.0876","13.8583"," 0.2621"," 4.3305","36.9467"," 0.9440"," 1.1043"," 5.8734"," 8.5759","48.4588","10.8727","20.2661"," 2.6544"," 6.0463","11.3827"," 6.2721"," 0.0000"," 0.3837"," 0.8066","33.7140"," 0.0488"," 6.1114","17.4060","12.9904","25.1585","21.7479","34.3725"," 0.1458"," 3.4487","20.8553"," 2.1320"," 2.3693"," 9.6770","81.2454"," 3.1536","61.4025","34.1425"
"LUNG"," 66.2488"," 34.1696"," 26.0971","  0.2483","  4.5288"," 63.1289"," 30.7997","  0.1677","  0.0824"," 65.8412"," 39.4858","  2.0415","  0.2461","  8.7222"," 15.6021","  5.7330","  1.6923","  6.2180"," 30.8838","  6.7227"," 37.4530"," 48.8502","  1.1631","  1.7800","  0.0635","  0.0000"," 13.6374","  0.0474"," 57.2975"," 15.5048"," 39.1325"," 12.7152"," 41.1268","  0.6301","  0.3202"," 11.8428","  0.0415","  1.9105"," 34.3788"," 13.6297","  1.5668","  7.0315"," 28.8853","216.3038"," 18.0379","  9.3759","  2.7883"," 10.7890"," 18.2087","  6.8664","  0.0373","  1.5048","  1.2963"," 59.8408","  0.0433","  8.4050"," 23.5473","  1.7967"," 35.3653"," 30.1226"," 41.9395","  0.1616"," 12.7207","  8.8217","  4.5200","  2.1717","  4.6433"," 78.3919","  4.0487"," 26.7235"," 54.8154"
"BRCA","96.4214","33.0111","32.2286"," 0.0543"," 1.7286","60.8084","40.9424"," 0.6267"," 0.0608","13.3389","30.0292"," 9.2782"," 1.5404"," 3.3979"," 7.2973"," 4.0641"," 1.0671","28.6060"," 7.7734"," 9.4593"," 9.0241"," 3.0124","11.8297"," 1.3118"," 1.3990"," 0.0000"," 5.3504"," 0.0373","66.2360","24.8112","23.1425"," 5.0820","22.3145"," 6.0044"," 8.0594"," 9.0219"," 0.8879","10.6578","43.4493"," 4.5389"," 0.5458"," 2.4282"," 0.0000"," 4.2570"," 5.6929"," 1.8930"," 3.9371","18.5435"," 0.6581"," 1.5678"," 0.0000"," 4.9551"," 1.0552","63.7700"," 0.2023"," 6.5257","17.3888"," 3.6353","17.4565","45.5318","31.6296"," 0.9988","21.2319","10.9251"," 0.2934"," 2.9060","20.6045","96.5754","11.8377","12.5593","15.7621"
"LUNG","69.2877","26.7099","38.6637"," 0.2675","25.7274","12.9486","34.1437"," 0.1696"," 0.1129","53.5354","29.8410","27.3384"," 0.1698"," 8.1314","25.8808"," 7.1787"," 1.0885"," 9.5488","15.1539"," 8.2270","32.0958","21.0792"," 3.5049"," 2.4173"," 0.1820"," 0.0061","31.0740"," 0.0120","70.4832","19.8348","16.7762","16.3832","57.5226"," 4.6151"," 0.3573","12.9760"," 0.6473"," 9.4472","40.3069","32.6603"," 1.1144","18.2838","13.1888","23.4751"," 4.5117","10.5463"," 1.6007"," 7.0205","14.5644"," 6.4086"," 0.0000"," 0.6481"," 0.9421","31.8981"," 9.3608","12.1615","22.2412"," 2.0988","35.6691","45.8519","47.5452"," 0.1265","14.5893","12.5462"," 6.8277"," 3.2251"," 4.8550","71.8307"," 5.9869","38.2397","64.6727"
"PAAD","51.4186","33.7739","26.6920"," 0.1891","12.5339"," 4.9228","15.3891"," 0.2298"," 0.0074","14.6668","20.8498","21.0708"," 0.4357"," 6.2414","26.0346"," 4.3383"," 0.9368"," 6.1114"," 2.4589"," 9.1264","13.7731"," 7.2579"," 3.9803"," 0.3996"," 0.1008"," 9.6068"," 5.0825"," 0.0308","29.8665","15.7261","13.1132","14.4078","23.1827"," 2.9488"," 0.2649"," 5.1657"," 8.3672"," 8.6653","31.4298","18.8283"," 0.5062"," 7.2081"," 0.3061","21.6745"," 1.0293"," 6.0483"," 8.2662"," 5.0714"," 7.8935"," 5.5272"," 0.0000"," 1.1561"," 0.0645","18.2346"," 0.2225"," 7.6704","12.3811"," 6.2570","31.4622","19.6193","23.3709"," 0.0916","10.6864"," 3.1464"," 9.6475"," 4.9812"," 2.6220","51.1421"," 7.6432","10.9743","32.5999"
"KIPAN"," 29.7722"," 28.9054","  6.7722","  0.3659","  0.6356","  1.9261","  9.1706","  0.2021","  2.0250"," 15.0179","105.8138","  5.9972","  0.4316"," 81.8711"," 98.6571","  7.2513","  1.5243"," 10.1549","  2.1319"," 10.5400"," 30.3280","  0.3692","  6.0264","  0.5256","  0.0153","  0.0000","  2.5451","  0.7200"," 73.6101","  7.8890"," 20.0995"," 18.3660"," 53.8847","  5.6039","  0.0795","  7.2331","  0.1501"," 11.2525"," 40.6926","  3.6549","  4.7024","  3.6706","  0.0341","  2.0428","  1.4815","  9.1152","  2.7633","  1.3245"," 20.2802","  5.1292","  0.0450","116.0630","  0.1617"," 15.6116","  0.0326"," 11.8799"," 12.1476"," 11.7579"," 41.6299"," 47.8367"," 29.7244","  0.2782","  4.2694"," 17.4659","  3.0287","  4.9469","  4.1223"," 66.2444"," 43.7138"," 21.2122"," 30.9106"
"PAAD"," 51.8704"," 28.3762"," 48.4987","  1.2572"," 18.7095","  4.4921"," 21.7558","  0.1528","  0.0704"," 26.2514"," 16.2141","  4.0628","  0.6371","  8.1039"," 97.5678","  7.3118","  2.0973"," 20.2972","  3.7172"," 10.8740"," 12.1824"," 11.6121","  1.0712","  0.9933","  0.8390","  5.0164"," 12.8690","  0.0324"," 77.7792"," 19.5785"," 24.4082"," 20.6594","116.5951","  2.1690","  1.7809"," 11.1639","  5.6971","  8.9431"," 72.9913"," 85.3266","  0.8180"," 32.5372","  1.6113"," 15.0690","  1.9869"," 12.2144","  1.1301"," 27.0315"," 29.5053"," 12.9331","  0.0000","  5.8503","  0.7128"," 29.8415","  0.1233"," 14.4480"," 34.2962"," 23.5058"," 29.2091"," 52.4221"," 48.4474","  0.2629"," 10.1903","  8.5449","177.5844","  3.7681","  8.0360","139.7487"," 29.5855"," 31.6808"," 58.9745"
"COADREAD"," 56.3350"," 12.8890"," 56.9986","  0.4575","  6.7731"," 12.8003"," 29.0163","  1.2570","  0.0891"," 28.0637"," 10.4940"," 24.4943","  0.3064","  0.2466"," 10.3094","  5.7815","  0.1707","  6.4497","  1.2551","  3.3047"," 13.5356"," 29.3012","  0.6066","  1.0428","  0.1282","  0.0000","  4.5658","  0.0000"," 58.8283"," 16.2273"," 19.3572"," 12.5842"," 60.5424","  4.0979","  0.4210"," 11.0056","  2.3638","  2.8916"," 54.9982"," 47.7341","  0.3059"," 17.2170","  9.9933","  6.8876"," 20.0620","  5.4309","  5.0066"," 38.6185","107.2150"," 17.9786","  0.0000","  9.4802","  0.1933"," 25.8720","  0.0000","  4.2202","  9.2431","  1.1472"," 16.5403"," 59.3744"," 44.9221","  0.1331"," 27.5102","  1.3578"," 47.9985","  1.7658","  0.8822"," 34.4999","  8.0063"," 36.1724"," 60.1318"
"LUNG","56.3807","22.0073","19.4901"," 0.3058","55.5771"," 8.2372","11.2494"," 0.4413"," 0.0143","29.2216","26.5131","14.0763"," 5.7963"," 2.5826","45.0782","12.7584"," 1.9158","13.5343","15.1669","14.9114","30.1139"," 3.8793"," 8.4683"," 4.3563"," 0.0000"," 0.0000","19.4726"," 0.0066","58.7561","12.6209","20.5317","12.8875","66.3049"," 3.2588"," 0.2349","20.8457"," 0.2444","27.7323","71.0633"," 2.8992"," 1.4019","21.2180"," 0.0784","40.9259","15.3780","13.8653","15.9254"," 2.2831"," 6.1244"," 6.3531"," 0.0000"," 0.6798"," 1.6720","19.1063"," 0.0300","13.2467","28.4841","38.0294","44.3479","38.3409","47.9094"," 1.0072"," 9.2009","14.9757"," 0.8741"," 7.3816"," 8.8761","54.4701","16.7043","15.9952","39.2792"
"LUNG"," 72.3216"," 32.2189"," 21.8760","  0.2500","  0.7466"," 14.3532"," 22.3949","  0.1591","  0.1156"," 10.7555"," 18.1147","  3.9889"," 11.1974","  2.7301"," 77.2855","  5.5455","  2.2876","  8.6986","  1.1287","  3.2725"," 13.5725","  4.3794"," 15.6953","  0.4426","  2.3012","  0.0000","  7.7793","  0.0082"," 98.5670"," 35.9538"," 37.1118"," 64.1144"," 39.4107","  4.6756","  8.0538","  7.8607","  3.0175","  2.8296","105.9003","  0.8334","  2.9011"," 81.1000","  0.0000","  7.6630","  3.6602","  6.3109"," 13.3731","  9.9163","  4.1857","  3.6502","  0.1287","  0.4799","  0.3857"," 19.2610","  2.7923"," 13.6509"," 15.1249","  7.4747","  7.3712"," 31.5568"," 65.0048","  0.1195","  5.3496"," 36.4629","  0.7226","  1.1549","  2.3915"," 49.3808"," 63.7807","  7.7688"," 20.5647"
"KIPAN"," 46.3363"," 21.1476"," 20.0138","  0.1477","  2.1313","  5.1615"," 15.8949","  0.0598","  2.0968"," 17.7617","105.5355","  5.7516","  0.8519"," 78.2825"," 40.7229","  8.3089","  1.5363"," 17.0950","  4.6910"," 22.2396"," 77.9157","  0.4946","  5.5063","  1.1597","  0.0453","  0.0000","  6.3027","  0.2312"," 77.9784"," 10.6456"," 18.5654"," 20.9479"," 72.2968","  5.2644","  0.3026","  9.7553","  1.7779"," 18.7061"," 56.6736","  1.6281","  2.5051","  7.6157","  0.0000","  2.3320","  2.5000"," 14.8853","  3.9893","  2.2746"," 14.2446","  7.9365","  0.0888"," 59.2615","  0.1596"," 21.2120","  0.5087"," 17.3973"," 21.7535","  9.3298"," 61.3525"," 48.8068"," 38.0007","  0.1510","  4.5674"," 18.4262","  5.4872"," 13.5959","  5.6104","116.9839"," 20.8223"," 24.0294"," 44.0513"
"KIPAN"," 22.3274"," 24.7918","  7.6201","  0.4213","  0.4484","  1.7569","  7.2173","  0.6003","  2.5284"," 16.2706","126.3686","  5.5102","  0.5301"," 81.4535","128.7454"," 10.5484","  1.6010"," 14.5779","  2.1789"," 16.0615"," 59.7573","  0.1613","  6.8536","  0.7292","  0.1070","  0.0076","  2.2331","  0.8685"," 52.5688"," 12.5380"," 19.7687"," 19.0649"," 59.6251","  2.7128","  0.1091","  7.3103","  0.3169"," 13.4420"," 45.1485","  3.0512","  3.9184","  3.5240","  0.0298","  3.2891","  3.2978"," 10.9441","  5.4759","  1.7122"," 27.5780","  4.0671","  0.0000","132.3468","  0.4236"," 10.6198","  0.0057"," 12.6225"," 12.6915"," 13.9325"," 49.4823"," 55.5511"," 44.2158","  0.3402","  2.9597"," 19.2397","  2.5126"," 10.2108","  4.8894"," 54.1803"," 39.0684"," 27.6970"," 31.5430"
"LUNG","71.0971","19.2191","32.1126"," 0.0792","43.8178"," 8.0138","30.9379"," 0.2503"," 0.0355","61.1114","20.2308","17.4918"," 0.2827"," 0.9232","24.4172"," 5.4376"," 1.5576","11.0491","21.9921","13.5838","58.1809","71.2339"," 7.2482"," 3.1756"," 0.0438"," 0.0248","24.2598"," 0.0163","51.3618"," 8.5143","21.7163"," 6.9114","36.6113"," 2.6857"," 0.2704"," 8.8397"," 0.1788"," 6.0810","46.9180","22.9272"," 0.5436"," 7.5510"," 9.0009","38.3621","25.3167","12.0952"," 8.6843"," 9.9943","20.0082"," 4.8305"," 0.0428"," 0.9393"," 1.1295","39.7293"," 0.0186","15.0008","14.6577"," 2.3879","45.2684","37.2222","53.7973"," 0.2518","10.9303","23.7500","21.6355","20.2593"," 5.2091","83.8912"," 7.8774","48.8399","39.2197"
"BRCA","164.0959"," 32.0189"," 21.3885","  0.0000"," 10.5417","  7.4331"," 22.9408","  0.0000","  0.1843"," 11.6435"," 34.8869"," 32.6802","  1.6891","  3.6695","  5.5691","  3.8622","  1.5027"," 27.6033","  5.1523"," 12.0181"," 14.1609","  4.6504","  5.8508","  1.0293","  0.9335","  0.0000","  6.5750","  0.0000"," 81.5763"," 20.3917"," 15.6703","  8.0051"," 30.3509","  4.5898","  2.2454"," 11.2336","  0.0000"," 10.4428"," 43.7784","  1.3326","  1.9455","  9.2464","  0.0000","  5.8812"," 14.2556","  1.9665","  4.0102"," 13.6203","  1.3767","  1.7539","  0.0000","  0.0975","  1.4209"," 88.4186","  0.0000"," 12.7659"," 24.8143","  1.1728"," 16.6192"," 38.4102"," 32.7526","  1.5819"," 10.5142","  7.0520","  0.0684","  6.6725"," 26.7448"," 98.4411"," 23.2076","  8.6587","  4.1634"
"BRCA","323.1321"," 26.0944","134.7893","  0.0000"," 14.1766","  1.5515"," 97.8826","  0.6383","  0.0000","  3.8787"," 23.2054","  0.0000","  0.0129"," 11.6210","  4.4538","  1.1697","  0.7139"," 15.9569","  4.5377","  6.6379"," 52.7304","  0.0000","  1.2562","  5.1899","  0.0000","  0.0083"," 10.4117","  0.0000"," 93.1469"," 29.2269"," 18.5735","  2.0237"," 72.5116","  0.8561","  0.0000","  1.8845","  0.0120","  7.9610"," 58.9667","  1.2690","  0.0000"," 14.3988","  0.0000"," 11.4936","  0.0000","  2.3790","  0.1579"," 16.1477","  8.2702","  2.2633","  0.0000","  0.0000","  0.0000"," 23.8225","  0.0000","  4.6472","  4.9945","  0.0000"," 64.9919"," 27.7632"," 14.0808","  0.0000","  5.0307","  2.3214","  0.3441","  0.0583"," 25.8699"," 32.3912","  8.8055","  0.9152"," 19.8624"
"BRCA","167.7796"," 58.9396"," 32.5283","  0.0609","102.2778"," 36.4151","172.5180","  0.0740","  0.0910"," 47.9010"," 20.8013","  1.2953","  2.4453","  0.6042"," 36.9506","  6.7668","  0.2868"," 18.3515","  4.0858","  5.6348"," 14.3837","  1.3042"," 21.4743","  0.6456","  0.1122","  0.0000","  6.1104","  0.1047","200.7893"," 29.3777"," 80.2045"," 13.1923"," 39.0461","  2.5350","  1.0190"," 11.7911","  3.4826"," 12.4873","112.2831","  0.6516","  0.6126","  2.1198","  0.0000","  1.9834","  2.9761"," 11.2311","  2.4551","  8.0538","  1.8994","  2.4907","  0.0000","  0.7223","  0.4935"," 69.7198","  5.2452","  4.3702"," 18.7517","  1.2751"," 22.1301"," 37.7028"," 35.8763","  0.4841","  6.9153","  7.5886","  0.2026","  1.2545","  1.3511","131.3864"," 12.6031"," 26.9699"," 73.5801"
"LUNG"," 64.5157"," 29.9446"," 24.7688","  0.1306"," 27.7215","  7.0474"," 12.9530","  0.1984","  0.1463"," 23.2834"," 24.3527"," 13.2722","  1.7473","  1.3356"," 78.4731","  9.5259","  1.1843","  9.8789"," 14.7285"," 15.0147"," 35.3933"," 10.0954","  5.3295","  2.0637","  0.0150","  0.0170"," 12.5919","  0.0224"," 99.3805","  9.3659"," 22.7791","  9.7367","144.2782","  2.4520","  0.3901"," 12.4148","  0.1842","  9.5263"," 54.1772","  2.5080","  1.1394"," 55.4384","  0.2343"," 39.4725"," 11.4458","  9.5325"," 11.2946","  2.6520","  2.8558","  6.2532","  0.0000","  0.4258","  1.0050"," 18.6249","  0.0448","  6.6466"," 18.8666"," 15.4889"," 43.2694"," 23.3086"," 44.9716","  0.6418","  5.8820"," 13.5337","  0.7059","  5.9163","  8.8163","142.7844"," 16.9375"," 19.7800"," 29.0755"
"LUNG","57.6664","21.7559","28.1878"," 0.1317","45.5163","13.9048","13.3403"," 0.6938"," 0.0984","20.5251","26.0788","26.0305"," 5.2701"," 1.9053","44.0124","10.3740"," 1.5321","13.8032","23.6623","19.8193","31.7724","24.8247"," 9.0590"," 4.1555"," 0.1011"," 0.0458","19.9638"," 0.1056","45.4023"," 8.6216","19.3924","12.4026","49.4541"," 2.2730"," 0.1349","23.4478"," 0.3716","17.2457","64.3926"," 3.0745"," 1.0130","12.8499"," 0.5403","37.9509","11.6725","10.0210","11.3529"," 4.7561"," 3.0425"," 5.9129"," 0.0000"," 0.7549"," 1.5651","22.2715"," 0.0172","15.9501","25.0883","25.3472","65.9788","28.1235","46.2569"," 1.1570","10.8768","14.3732"," 0.6390"," 3.8582"," 5.8432","69.4367","10.3873","23.4410","34.1376"
"KIPAN"," 91.3620"," 33.8241"," 18.5014","  0.3690"," 26.3300","  3.6267"," 12.4331","  0.2650","  5.9012"," 19.7322"," 61.1594"," 10.1277","  2.7473","198.8174"," 21.2949"," 12.3921","  1.4908","  6.0902","  5.9014"," 12.0085"," 37.5249","  0.3724","  0.0602","  0.3368","  0.0000","  0.0350"," 35.7266","  0.3285"," 42.5231"," 14.8226"," 22.3832"," 15.7431"," 85.2152","  4.3578"," 17.2217"," 12.2594","  5.0021"," 17.7270"," 68.4605","  2.8379","  1.5080"," 15.5299","  0.0344","  1.4396","  1.7351"," 15.2432","  8.4229","  1.4693","  1.7722"," 16.5022","  0.0000"," 12.9259","  0.9782"," 20.6255","  0.0526","  7.2699"," 75.2289"," 10.4068"," 79.0743"," 41.3724"," 47.6189","  0.5472","  6.3463"," 21.8124","  3.8076"," 13.1707","  7.0893","157.5253"," 43.1170"," 23.8791"," 38.5169"
"LUNG"," 39.4006"," 27.0508"," 45.6949","  0.3337"," 22.1195"," 11.9595"," 18.9401","  0.3041","  0.4237"," 66.1498"," 40.5097"," 30.9599","  1.6099","  2.0268"," 26.8251","  8.8967","  4.8876"," 10.5033"," 49.6894"," 11.6019"," 34.7778","138.0718","  8.7988","  1.9168","  0.0921","  0.0087","  8.1195","  0.1032"," 60.2808"," 16.7963"," 26.3294"," 12.3297"," 49.5070","  2.2351","  0.1595"," 19.2982","  0.6086","  3.6094"," 34.8500"," 14.7630","  1.0855"," 13.7004","  4.9609"," 49.0570"," 33.3676"," 24.5057","  3.0617"," 21.5507"," 24.1585","  6.2130","  0.0000","  3.0462","  0.3243"," 30.3813","  0.0524"," 12.6252"," 15.0134","  5.5405"," 19.2255"," 77.5807"," 46.8025","  0.2931"," 10.0711"," 16.9855"," 11.8200","  2.8095","  7.2258"," 44.8528","  6.9830"," 22.5966"," 36.4740"
"GLIOMA"," 58.0482"," 60.9803","  3.2872","  0.2451","  1.8100","  1.2833"," 17.1334","  4.3620","  1.4125"," 72.1669"," 47.4938","  3.0375"," 26.6620","  1.6495"," 13.3031"," 17.8599","  5.6478"," 10.9906"," 24.8084"," 19.3573"," 17.1015","  0.2776","  0.8794"," 12.4143","  0.2256","  4.6484"," 10.8258"," 13.9562","  7.0866"," 32.7025"," 22.0800"," 13.3301","134.0159"," 14.0375","  9.1199","  8.8103","  2.3638"," 26.0434"," 13.8175","  0.0000","  2.1334"," 20.8524","  0.2513"," 13.6022","  1.3081"," 21.6689","  0.4342","  3.9319","  0.1516","  7.2513","  0.1420","  0.1038","  0.3971"," 32.9502","  6.8949"," 11.8693"," 17.3441"," 22.9151"," 22.7878"," 32.2911"," 43.4032","  8.2157","  9.7941","  5.6283","  0.4076","  2.3555"," 13.4298"," 78.1179","  1.7127"," 20.0015"," 25.4479"
"LUNG"," 56.3470"," 28.1137"," 25.4134","  0.1189"," 28.3567","  9.9336"," 33.3562","  0.0482","  0.0296","104.2086"," 37.0898"," 32.6231","  1.2853","  5.2809"," 54.4344","  6.0987","  1.8654"," 11.9549"," 28.2262"," 16.4936"," 70.7018"," 37.0431","  9.7032","  2.6227","  0.4195","  0.0207"," 37.6425","  0.0408"," 86.0829"," 12.9084"," 25.1799"," 13.9100"," 43.5654","  2.6544","  0.1758","  9.7450","  0.2534","  6.4571"," 33.2152"," 45.8548","  0.7266","  8.1682","  4.4289"," 35.8303"," 11.5581"," 12.9919","  5.9700"," 16.6944"," 13.9680","  5.6176","  0.0000","  1.2216","  0.5136"," 30.5751","  0.0311"," 17.2360"," 17.2668","  1.8800"," 42.0109"," 65.0098"," 78.1406","  0.0994","  9.5846"," 27.9522"," 12.9832","  5.7847","  5.7382"," 63.8980"," 13.4407"," 27.6048","107.3483"
"PAAD","46.6220","38.3837","73.7306"," 0.3261","13.6023","15.2772","25.8609"," 0.3669"," 0.0361","18.3825","20.3532","12.5294"," 1.0380"," 3.5329","29.9877"," 6.2794"," 0.9095"," 5.1265"," 4.0294","11.5829","15.2331","21.4851"," 1.4514"," 0.9070"," 0.1000"," 5.9587","14.7174"," 0.0622","37.8410","11.6583","17.8873","13.6332","43.6836"," 2.2918"," 0.2061"," 7.6716"," 4.3099"," 9.5015","47.6066","20.3614"," 0.2429","12.2296"," 0.3219","19.1033"," 2.0821"," 8.6161","10.5413","15.7525","22.2553","21.4118"," 0.0000"," 4.7391"," 0.4695","31.9276"," 5.7408","12.4203","14.2207"," 3.6508","34.2155","28.9586","35.6050"," 0.0808","24.9336"," 4.5091","37.3850"," 8.5100"," 5.1356","69.0166"," 1.8010","46.2562","49.3478"
"GLIOMA"," 43.1876"," 71.0411","  1.9229","  0.2570","  0.7792","  4.4745"," 15.6448","  1.6205","  4.4521"," 80.8808"," 35.7397","  2.6232"," 17.8726","  0.5377"," 18.5491","  9.6675","  1.9172","  7.5598"," 14.9562"," 26.3603"," 80.3919","  1.9106","  0.8645","  8.1773","  1.6267","  1.5251"," 21.1514","  0.5354"," 43.5202"," 12.6319"," 23.5290","  9.4210"," 89.6247","  5.0706","  1.2941","  7.6085","  1.1419","  5.7666"," 39.8207","  0.1562","  1.0453"," 24.5955","  0.0329"," 26.3643","  1.6157"," 23.2444","  0.7769","  3.4799","  0.0835","  7.1390","  0.0000","  0.0762","  0.1562"," 14.4349","  6.0177"," 16.0523"," 23.3622","  6.4558"," 61.4890"," 34.5411"," 39.5785","  1.2766"," 22.3406","  5.6892","  0.4809","  9.4979","  8.1732","117.1591","  8.2955"," 14.9025"," 41.0541"
"LUNG","55.4698","20.0037","17.0763"," 0.1755","44.5416","10.2414","12.9008"," 0.4693"," 0.1311","30.1162","25.2400","18.0934"," 8.3838"," 5.1137","43.7077","10.9999"," 2.6101","15.4903","21.7761","15.4990","33.5452"," 8.2670"," 7.4312"," 6.3375"," 0.0323"," 0.0000","30.5290"," 0.0060","50.5266"," 8.6028","20.7766"," 9.2796","50.0062"," 3.2067"," 0.3595","22.6626"," 0.1122","28.9049","90.5598"," 0.9559"," 1.0591","16.5903"," 0.0000","28.0023"," 9.8361","12.3844","16.2588"," 1.9291"," 1.9155"," 6.0688"," 0.0000"," 0.0832"," 0.7394","19.5396"," 0.0275","12.6273","28.5981","19.9864","60.9385","31.6353","41.6611"," 1.1012","11.7508","17.4410"," 0.4525"," 6.8598"," 5.1752","55.6981","14.2157","20.0778","39.1076"
"GLIOMA","38.6948","66.2912"," 4.6851"," 0.2120"," 1.3502"," 1.9940"," 7.1275"," 7.9437"," 2.2961","24.4989","32.8278"," 1.0216"," 2.7647"," 1.9491","10.9618","18.2649"," 6.1438","10.8344","13.8028","15.5830","30.7031"," 1.8208"," 0.5070"," 9.7017"," 0.4879"," 2.4787"," 7.8180"," 5.8027","13.6596","38.2648","28.0259"," 8.4132","86.3075"," 3.5141"," 2.8945"," 5.9533"," 7.6602","14.6179","11.9788"," 0.1374"," 1.5047"," 9.7181"," 0.1449","14.6397"," 1.7767","18.6602"," 1.1609"," 4.5582"," 0.1836"," 6.3746"," 0.0000"," 0.0628"," 0.2862","20.8101"," 7.1926","10.5305","16.7084","24.5019","21.9466","37.8449","32.1266"," 7.5952"," 4.0002"," 5.8130"," 0.0588"," 0.8569"," 6.8215","19.2888"," 3.3713","11.6023","18.8895"
"BRCA","108.4318"," 11.9287"," 71.6534","  0.0217","  4.8284","  1.3046","  4.4476","  0.0791","  0.0000"," 11.8162"," 22.1993","  1.8461","  1.0561","  0.1076"," 11.6205","  1.5474","  0.4868","  5.5485","  2.9833"," 16.3032"," 55.6659","  0.1721","  2.1805","  2.7199","  0.9192","  0.0000","  7.6312","  0.0075"," 87.1676"," 10.6168"," 24.7306"," 25.3924","124.6898","  2.1590","  0.6076","  3.6575","  5.3307"," 20.5189"," 51.1479","  4.6858","  0.2568"," 36.5422","  0.0000","  0.7067","  0.0624","  3.1148","  3.6604","  1.4521","  2.3311","  2.9324","  0.0000","  0.0000","  0.0703"," 17.8957","  1.2175","  4.9125"," 15.9258","  0.9894"," 27.6217"," 16.9967"," 11.2158","  0.0182","  8.3521"," 39.6141","  0.0542","  1.4701","  0.7929"," 25.2622","  0.6962"," 12.7674"," 92.2594"
